Comando,Sensor Esquerdo,Sensor Direito,Sensor Frente,Carga
LIGAR,PAREDE,PAREDE,VAZIO,SEM CARGA
A,PAREDE,VAZIO,PAREDE,SEM CARGA
G,PAREDE,VAZIO,VAZIO,SEM CARGA
A,PAREDE,PAREDE,VAZIO,SEM CARGA
A,PAREDE,PAREDE,VAZIO,SEM CARGA
A,PAREDE,PAREDE,VAZIO,SEM CARGA
A,VAZIO,PAREDE,PAREDE,SEM CARGA
G,PAREDE,VAZIO,PAREDE,SEM CARGA
G,PAREDE,VAZIO,VAZIO,SEM CARGA
G,VAZIO,PAREDE,VAZIO,SEM CARGA
A,PAREDE,PAREDE,VAZIO,SEM CARGA
A,PAREDE,PAREDE,VAZIO,SEM CARGA
A,PAREDE,PAREDE,VAZIO,SEM CARGA
A,PAREDE,PAREDE,VAZIO,SEM CARGA
A,PAREDE,PAREDE,VAZIO,SEM CARGA
A,PAREDE,PAREDE,VAZIO,SEM CARGA
A,PAREDE,PAREDE,VAZIO,SEM CARGA
A,PAREDE,PAREDE,VAZIO,SEM CARGA
A,PAREDE,PAREDE,VAZIO,SEM CARGA
A,PAREDE,PAREDE,VAZIO,SEM CARGA
A,PAREDE,PAREDE,VAZIO,SEM CARGA
A,VAZIO,PAREDE,VAZIO,SEM CARGA
G,VAZIO,VAZIO,PAREDE,SEM CARGA
G,PAREDE,VAZIO,VAZIO,SEM CARGA
G,VAZIO,VAZIO,VAZIO,SEM CARGA
A,PAREDE,PAREDE,VAZIO,SEM CARGA
A,PAREDE,VAZIO,PAREDE,SEM CARGA
G,PAREDE,VAZIO,VAZIO,SEM CARGA
A,PAREDE,PAREDE,VAZIO,SEM CARGA
A,VAZIO,PAREDE,PAREDE,SEM CARGA
G,PAREDE,VAZIO,PAREDE,SEM CARGA
G,PAREDE,VAZIO,VAZIO,SEM CARGA
G,VAZIO,PAREDE,VAZIO,SEM CARGA
A,PAREDE,PAREDE,VAZIO,SEM CARGA
A,VAZIO,PAREDE,PAREDE,SEM CARGA
G,PAREDE,VAZIO,PAREDE,SEM CARGA
G,PAREDE,VAZIO,VAZIO,SEM CARGA
G,VAZIO,PAREDE,VAZIO,SEM CARGA
A,PAREDE,PAREDE,VAZIO,SEM CARGA
A,PAREDE,PAREDE,VAZIO,SEM CARGA
A,PAREDE,PAREDE,VAZIO,SEM CARGA
A,VAZIO,PAREDE,VAZIO,SEM CARGA
G,VAZIO,VAZIO,PAREDE,SEM CARGA
G,PAREDE,VAZIO,VAZIO,SEM CARGA
G,VAZIO,VAZIO,VAZIO,SEM CARGA
A,PAREDE,PAREDE,VAZIO,SEM CARGA
A,PAREDE,VAZIO,PAREDE,SEM CARGA
G,PAREDE,VAZIO,VAZIO,SEM CARGA
A,PAREDE,PAREDE,VAZIO,SEM CARGA
A,PAREDE,PAREDE,VAZIO,SEM CARGA
A,PAREDE,PAREDE,VAZIO,SEM CARGA
A,PAREDE,VAZIO,PAREDE,SEM CARGA
G,PAREDE,VAZIO,VAZIO,SEM CARGA
A,PAREDE,PAREDE,VAZIO,SEM CARGA
A,PAREDE,PAREDE,VAZIO,SEM CARGA
A,PAREDE,PAREDE,VAZIO,SEM CARGA
A,PAREDE,VAZIO,PAREDE,SEM CARGA
G,PAREDE,VAZIO,VAZIO,SEM CARGA
A,PAREDE,PAREDE,VAZIO,SEM CARGA
A,VAZIO,PAREDE,PAREDE,SEM CARGA
G,PAREDE,VAZIO,PAREDE,SEM CARGA
G,PAREDE,VAZIO,VAZIO,SEM CARGA
G,VAZIO,PAREDE,VAZIO,SEM CARGA
A,PAREDE,PAREDE,VAZIO,SEM CARGA
A,VAZIO,PAREDE,PAREDE,SEM CARGA
G,PAREDE,VAZIO,PAREDE,SEM CARGA
G,PAREDE,VAZIO,VAZIO,SEM CARGA
G,VAZIO,PAREDE,VAZIO,SEM CARGA
A,PAREDE,PAREDE,VAZIO,SEM CARGA
A,PAREDE,PAREDE,VAZIO,SEM CARGA
A,PAREDE,PAREDE,VAZIO,SEM CARGA
A,VAZIO,PAREDE,PAREDE,SEM CARGA
G,PAREDE,VAZIO,PAREDE,SEM CARGA
G,PAREDE,VAZIO,VAZIO,SEM CARGA
G,VAZIO,PAREDE,VAZIO,SEM CARGA
A,PAREDE,PAREDE,VAZIO,SEM CARGA
A,PAREDE,PAREDE,VAZIO,SEM CARGA
A,PAREDE,PAREDE,VAZIO,SEM CARGA
A,PAREDE,PAREDE,VAZIO,SEM CARGA
A,PAREDE,PAREDE,VAZIO,SEM CARGA
A,PAREDE,VAZIO,PAREDE,SEM CARGA
G,PAREDE,VAZIO,VAZIO,SEM CARGA
A,PAREDE,PAREDE,VAZIO,SEM CARGA
A,PAREDE,VAZIO,PAREDE,SEM CARGA
G,PAREDE,VAZIO,VAZIO,SEM CARGA
A,PAREDE,PAREDE,VAZIO,SEM CARGA
A,PAREDE,PAREDE,VAZIO,SEM CARGA
A,PAREDE,PAREDE,VAZIO,SEM CARGA
A,VAZIO,PAREDE,PAREDE,SEM CARGA
G,PAREDE,VAZIO,PAREDE,SEM CARGA
G,PAREDE,VAZIO,VAZIO,SEM CARGA
G,VAZIO,PAREDE,VAZIO,SEM CARGA
A,PAREDE,PAREDE,VAZIO,SEM CARGA
A,PAREDE,VAZIO,PAREDE,SEM CARGA
G,PAREDE,VAZIO,VAZIO,SEM CARGA
A,PAREDE,PAREDE,VAZIO,SEM CARGA
A,PAREDE,VAZIO,VAZIO,SEM CARGA
G,VAZIO,VAZIO,VAZIO,SEM CARGA
A,PAREDE,PAREDE,VAZIO,SEM CARGA
A,VAZIO,PAREDE,PAREDE,SEM CARGA
G,PAREDE,VAZIO,PAREDE,SEM CARGA
G,PAREDE,VAZIO,VAZIO,SEM CARGA
G,VAZIO,PAREDE,VAZIO,SEM CARGA
A,PAREDE,PAREDE,VAZIO,SEM CARGA
A,PAREDE,VAZIO,PAREDE,SEM CARGA
G,PAREDE,VAZIO,VAZIO,SEM CARGA
A,PAREDE,PAREDE,VAZIO,SEM CARGA
A,VAZIO,PAREDE,PAREDE,SEM CARGA
